image_path,label,manipulation_type,case_id,suspicious_region,split
manipulated/SD_00027_date_change.jpg,manipulated,date_change,SD_00027,"[205, 264, 650, 287]",test
authentic/SD_00028_authentic.jpg,authentic,none,SD_00028,,train
manipulated/SD_00028_copy_paste.jpg,manipulated,copy_paste,SD_00028,"[205, 140, 500, 175]",train
authentic/SD_00029_authentic.jpg,authentic,none,SD_00029,,train
manipulated/SD_00029_clone.jpg,manipulated,clone,SD_00029,"[430, 270, 580, 305]",train
authentic/SD_00030_authentic.jpg,authentic,none,SD_00030,,test
manipulated/SD_00030_compression.jpg,manipulated,compression,SD_00030,"[0, 0, 700, 455]",test
authentic/SD_00031_authentic.jpg,authentic,none,SD_00031,,train
manipulated/SD_00031_mixed.jpg,manipulated,mixed,SD_00031,"[45, 100, 650, 250]",train
authentic/SD_00032_authentic.jpg,authentic,none,SD_00032,,test
manipulated/SD_00032_text_change.jpg,manipulated,text_change,SD_00032,"[205, 150, 650, 173]",test
authentic/SD_00033_authentic.jpg,authentic,none,SD_00033,,train
manipulated/SD_00033_photo_change.jpg,manipulated,photo_change,SD_00033,"[45, 100, 165, 250]",train
authentic/SD_00034_authentic.jpg,authentic,none,SD_00034,,train
manipulated/SD_00034_number_change.jpg,manipulated,number_change,SD_00034,"[205, 188, 650, 211]",train
authentic/SD_00035_authentic.jpg,authentic,none,SD_00035,,train
manipulated/SD_00035_date_change.jpg,manipulated,date_change,SD_00035,"[205, 264, 650, 287]",train
authentic/SD_00036_authentic.jpg,authentic,none,SD_00036,,train
manipulated/SD_00036_copy_paste.jpg,manipulated,copy_paste,SD_00036,"[205, 140, 500, 175]",train
authentic/SD_00037_authentic.jpg,authentic,none,SD_00037,,train
manipulated/SD_00037_clone.jpg,manipulated,clone,SD_00037,"[430, 270, 580, 305]",train
authentic/SD_00038_authentic.jpg,authentic,none,SD_00038,,train
manipulated/SD_00038_compression.jpg,manipulated,compression,SD_00038,"[0, 0, 700, 455]",train
authentic/SD_00039_authentic.jpg,authentic,none,SD_00039,,train
manipulated/SD_00039_mixed.jpg,manipulated,mixed,SD_00039,"[45, 100, 650, 250]",train
authentic/SD_00040_authentic.jpg,authentic,none,SD_00040,,train
manipulated/SD_00040_text_change.jpg,manipulated,text_change,SD_00040,"[205, 150, 650, 173]",train
authentic/SD_00041_authentic.jpg,authentic,none,SD_00041,,train
manipulated/SD_00041_photo_change.jpg,manipulated,photo_change,SD_00041,"[45, 100, 165, 250]",train
authentic/SD_00042_authentic.jpg,authentic,none,SD_00042,,train
manipulated/SD_00042_number_change.jpg,manipulated,number_change,SD_00042,"[205, 188, 650, 211]",train
authentic/SD_00043_authentic.jpg,authentic,none,SD_00043,,train
manipulated/SD_00043_date_change.jpg,manipulated,date_change,SD_00043,"[205, 264, 650, 287]",train
authentic/SD_00044_authentic.jpg,authentic,none,SD_00044,,test
manipulated/SD_00044_copy_paste.jpg,manipulated,copy_paste,SD_00044,"[205, 140, 500, 175]",test
authentic/SD_00045_authentic.jpg,authentic,none,SD_00045,,train
manipulated/SD_00045_clone.jpg,manipulated,clone,SD_00045,"[430, 270, 580, 305]",train
authentic/SD_00046_authentic.jpg,authentic,none,SD_00046,,test
manipulated/SD_00046_compression.jpg,manipulated,compression,SD_00046,"[0, 0, 700, 455]",test
authentic/SD_00047_authentic.jpg,authentic,none,SD_00047,,train
manipulated/SD_00047_mixed.jpg,manipulated,mixed,SD_00047,"[45, 100, 650, 250]",train
authentic/SD_00048_authentic.jpg,authentic,none,SD_00048,,validation
manipulated/SD_00048_text_change.jpg,manipulated,text_change,SD_00048,"[205, 150, 650, 173]",validation
authentic/SD_00049_authentic.jpg,authentic,none,SD_00049,,train
manipulated/SD_00049_photo_change.jpg,manipulated,photo_change,SD_00049,"[45, 100, 165, 250]",train
authentic/SD_00050_authentic.jpg,authentic,none,SD_00050,,train
manipulated/SD_00050_number_change.jpg,manipulated,number_change,SD_00050,"[205, 188, 650, 211]",train
authentic/SD_00051_authentic.jpg,authentic,none,SD_00051,,train
manipulated/SD_00051_date_change.jpg,manipulated,date_change,SD_00051,"[205, 264, 650, 287]",train
authentic/SD_00052_authentic.jpg,authentic,none,SD_00052,,train
manipulated/SD_00052_copy_paste.jpg,manipulated,copy_paste,SD_00052,"[205, 140, 500, 175]",train
authentic/SD_00053_authentic.jpg,authentic,none,SD_00053,,train
manipulated/SD_00053_clone.jpg,manipulated,clone,SD_00053,"[430, 270, 580, 305]",train
authentic/SD_00054_authentic.jpg,authentic,none,SD_00054,,train
manipulated/SD_00054_compression.jpg,manipulated,compression,SD_00054,"[0, 0, 700, 455]",train
authentic/SD_00055_authentic.jpg,authentic,none,SD_00055,,train
manipulated/SD_00055_mixed.jpg,manipulated,mixed,SD_00055,"[45, 100, 650, 250]",train
authentic/SD_00056_authentic.jpg,authentic,none,SD_00056,,train
manipulated/SD_00056_text_change.jpg,manipulated,text_change,SD_00056,"[205, 150, 650, 173]",train
authentic/SD_00057_authentic.jpg,authentic,none,SD_00057,,test
manipulated/SD_00057_photo_change.jpg,manipulated,photo_change,SD_00057,"[45, 100, 165, 250]",test
authentic/SD_00058_authentic.jpg,authentic,none,SD_00058,,train
manipulated/SD_00058_number_change.jpg,manipulated,number_change,SD_00058,"[205, 188, 650, 211]",train
authentic/SD_00059_authentic.jpg,authentic,none,SD_00059,,validation
manipulated/SD_00059_date_change.jpg,manipulated,date_change,SD_00059,"[205, 264, 650, 287]",validation
authentic/SD_00060_authentic.jpg,authentic,none,SD_00060,,validation
manipulated/SD_00060_copy_paste.jpg,manipulated,copy_paste,SD_00060,"[205, 140, 500, 175]",validation
authentic/SD_00061_authentic.jpg,authentic,none,SD_00061,,train
manipulated/SD_00061_clone.jpg,manipulated,clone,SD_00061,"[430, 270, 580, 305]",train
authentic/SD_00062_authentic.jpg,authentic,none,SD_00062,,train
manipulated/SD_00062_compression.jpg,manipulated,compression,SD_00062,"[0, 0, 700, 455]",train
authentic/SD_00063_authentic.jpg,authentic,none,SD_00063,,train
manipulated/SD_00063_mixed.jpg,manipulated,mixed,SD_00063,"[45, 100, 650, 250]",train
authentic/SD_00064_authentic.jpg,authentic,none,SD_00064,,train
manipulated/SD_00064_text_change.jpg,manipulated,text_change,SD_00064,"[205, 150, 650, 173]",train
authentic/SD_00065_authentic.jpg,authentic,none,SD_00065,,validation
manipulated/SD_00065_photo_change.jpg,manipulated,photo_change,SD_00065,"[45, 100, 165, 250]",validation
authentic/SD_00066_authentic.jpg,authentic,none,SD_00066,,train
manipulated/SD_00066_number_change.jpg,manipulated,number_change,SD_00066,"[205, 188, 650, 211]",train
authentic/SD_00067_authentic.jpg,authentic,none,SD_00067,,test
manipulated/SD_00067_date_change.jpg,manipulated,date_change,SD_00067,"[205, 264, 650, 287]",test
authentic/SD_00068_authentic.jpg,authentic,none,SD_00068,,train
manipulated/SD_00068_copy_paste.jpg,manipulated,copy_paste,SD_00068,"[205, 140, 500, 175]",train
authentic/SD_00069_authentic.jpg,authentic,none,SD_00069,,validation
manipulated/SD_00069_clone.jpg,manipulated,clone,SD_00069,"[430, 270, 580, 305]",validation
authentic/SD_00070_authentic.jpg,authentic,none,SD_00070,,validation
manipulated/SD_00070_compression.jpg,manipulated,compression,SD_00070,"[0, 0, 700, 455]",validation
authentic/SD_00071_authentic.jpg,authentic,none,SD_00071,,test
manipulated/SD_00071_mixed.jpg,manipulated,mixed,SD_00071,"[45, 100, 650, 250]",test
authentic/SD_00072_authentic.jpg,authentic,none,SD_00072,,validation
manipulated/SD_00072_text_change.jpg,manipulated,text_change,SD_00072,"[205, 150, 650, 173]",validation
authentic/SD_00073_authentic.jpg,authentic,none,SD_00073,,test
manipulated/SD_00073_photo_change.jpg,manipulated,photo_change,SD_00073,"[45, 100, 165, 250]",test
authentic/SD_00074_authentic.jpg,authentic,none,SD_00074,,train
manipulated/SD_00074_number_change.jpg,manipulated,number_change,SD_00074,"[205, 188, 650, 211]",train
authentic/SD_00075_authentic.jpg,authentic,none,SD_00075,,train
manipulated/SD_00075_date_change.jpg,manipulated,date_change,SD_00075,"[205, 264, 650, 287]",train
authentic/SD_00076_authentic.jpg,authentic,none,SD_00076,,train
manipulated/SD_00076_copy_paste.jpg,manipulated,copy_paste,SD_00076,"[205, 140, 500, 175]",train
authentic/SD_00077_authentic.jpg,authentic,none,SD_00077,,train
manipulated/SD_00077_clone.jpg,manipulated,clone,SD_00077,"[430, 270, 580, 305]",train
authentic/SD_00078_authentic.jpg,authentic,none,SD_00078,,train
manipulated/SD_00078_compression.jpg,manipulated,compression,SD_00078,"[0, 0, 700, 455]",train
authentic/SD_00079_authentic.jpg,authentic,none,SD_00079,,train
manipulated/SD_00079_mixed.jpg,manipulated,mixed,SD_00079,"[45, 100, 650, 250]",train
authentic/SD_00080_authentic.jpg,authentic,none,SD_00080,,test
manipulated/SD_00080_text_change.jpg,manipulated,text_change,SD_00080,"[205, 150, 650, 173]",test
authentic/SD_00081_authentic.jpg,authentic,none,SD_00081,,test
manipulated/SD_00081_photo_change.jpg,manipulated,photo_change,SD_00081,"[45, 100, 165, 250]",test
authentic/SD_00082_authentic.jpg,authentic,none,SD_00082,,train
manipulated/SD_00082_number_change.jpg,manipulated,number_change,SD_00082,"[205, 188, 650, 211]",train
authentic/SD_00083_authentic.jpg,authentic,none,SD_00083,,train
manipulated/SD_00083_date_change.jpg,manipulated,date_change,SD_00083,"[205, 264, 650, 287]",train
authentic/SD_00084_authentic.jpg,authentic,none,SD_00084,,train
manipulated/SD_00084_copy_paste.jpg,manipulated,copy_paste,SD_00084,"[205, 140, 500, 175]",train
authentic/SD_00085_authentic.jpg,authentic,none,SD_00085,,train
manipulated/SD_00085_clone.jpg,manipulated,clone,SD_00085,"[430, 270, 580, 305]",train
authentic/SD_00086_authentic.jpg,authentic,none,SD_00086,,train
manipulated/SD_00086_compression.jpg,manipulated,compression,SD_00086,"[0, 0, 700, 455]",train
authentic/SD_00087_authentic.jpg,authentic,none,SD_00087,,validation
manipulated/SD_00087_mixed.jpg,manipulated,mixed,SD_00087,"[45, 100, 650, 250]",validation
authentic/SD_00088_authentic.jpg,authentic,none,SD_00088,,train
manipulated/SD_00088_text_change.jpg,manipulated,text_change,SD_00088,"[205, 150, 650, 173]",train
authentic/SD_00089_authentic.jpg,authentic,none,SD_00089,,test
manipulated/SD_00089_photo_change.jpg,manipulated,photo_change,SD_00089,"[45, 100, 165, 250]",test
authentic/SD_00090_authentic.jpg,authentic,none,SD_00090,,train
manipulated/SD_00090_number_change.jpg,manipulated,number_change,SD_00090,"[205, 188, 650, 211]",train
authentic/SD_00091_authentic.jpg,authentic,none,SD_00091,,train
manipulated/SD_00091_date_change.jpg,manipulated,date_change,SD_00091,"[205, 264, 650, 287]",train
authentic/SD_00092_authentic.jpg,authentic,none,SD_00092,,train
manipulated/SD_00092_copy_paste.jpg,manipulated,copy_paste,SD_00092,"[205, 140, 500, 175]",train
authentic/SD_00093_authentic.jpg,authentic,none,SD_00093,,validation
manipulated/SD_00093_clone.jpg,manipulated,clone,SD_00093,"[430, 270, 580, 305]",validation
authentic/SD_00094_authentic.jpg,authentic,none,SD_00094,,test
manipulated/SD_00094_compression.jpg,manipulated,compression,SD_00094,"[0, 0, 700, 455]",test
authentic/SD_00095_authentic.jpg,authentic,none,SD_00095,,test
manipulated/SD_00095_mixed.jpg,manipulated,mixed,SD_00095,"[45, 100, 650, 250]",test
authentic/SD_00096_authentic.jpg,authentic,none,SD_00096,,validation
manipulated/SD_00096_text_change.jpg,manipulated,text_change,SD_00096,"[205, 150, 650, 173]",validation
authentic/SD_00097_authentic.jpg,authentic,none,SD_00097,,train
manipulated/SD_00097_photo_change.jpg,manipulated,photo_change,SD_00097,"[45, 100, 165, 250]",train
authentic/SD_00098_authentic.jpg,authentic,none,SD_00098,,train
manipulated/SD_00098_number_change.jpg,manipulated,number_change,SD_00098,"[205, 188, 650, 211]",train
authentic/SD_00099_authentic.jpg,authentic,none,SD_00099,,test
manipulated/SD_00099_date_change.jpg,manipulated,date_change,SD_00099,"[205, 264, 650, 287]",test
authentic/SD_00100_authentic.jpg,authentic,none,SD_00100,,train
manipulated/SD_00100_copy_paste.jpg,manipulated,copy_paste,SD_00100,"[205, 140, 500, 175]",train
authentic/SD_00101_authentic.jpg,authentic,none,SD_00101,,train
manipulated/SD_00101_clone.jpg,manipulated,clone,SD_00101,"[430, 270, 580, 305]",train
authentic/SD_00102_authentic.jpg,authentic,none,SD_00102,,train
manipulated/SD_00102_compression.jpg,manipulated,compression,SD_00102,"[0, 0, 700, 455]",train
authentic/SD_00103_authentic.jpg,authentic,none,SD_00103,,test
manipulated/SD_00103_mixed.jpg,manipulated,mixed,SD_00103,"[45, 100, 650, 250]",test
authentic/SD_00104_authentic.jpg,authentic,none,SD_00104,,test
manipulated/SD_00104_text_change.jpg,manipulated,text_change,SD_00104,"[205, 150, 650, 173]",test
authentic/SD_00105_authentic.jpg,authentic,none,SD_00105,,train
manipulated/SD_00105_photo_change.jpg,manipulated,photo_change,SD_00105,"[45, 100, 165, 250]",train
authentic/SD_00106_authentic.jpg,authentic,none,SD_00106,,train
manipulated/SD_00106_number_change.jpg,manipulated,number_change,SD_00106,"[205, 188, 650, 211]",train
authentic/SD_00107_authentic.jpg,authentic,none,SD_00107,,train
manipulated/SD_00107_date_change.jpg,manipulated,date_change,SD_00107,"[205, 264, 650, 287]",train
authentic/SD_00108_authentic.jpg,authentic,none,SD_00108,,validation
manipulated/SD_00108_copy_paste.jpg,manipulated,copy_paste,SD_00108,"[205, 140, 500, 175]",validation
authentic/SD_00109_authentic.jpg,authentic,none,SD_00109,,train
manipulated/SD_00109_clone.jpg,manipulated,clone,SD_00109,"[430, 270, 580, 305]",train
authentic/SD_00110_authentic.jpg,authentic,none,SD_00110,,train
manipulated/SD_00110_compression.jpg,manipulated,compression,SD_00110,"[0, 0, 700, 455]",train
authentic/SD_00111_authentic.jpg,authentic,none,SD_00111,,train
manipulated/SD_00111_mixed.jpg,manipulated,mixed,SD_00111,"[45, 100, 650, 250]",train
authentic/SD_00112_authentic.jpg,authentic,none,SD_00112,,validation
manipulated/SD_00112_text_change.jpg,manipulated,text_change,SD_00112,"[205, 150, 650, 173]",validation
authentic/SD_00113_authentic.jpg,authentic,none,SD_00113,,train
manipulated/SD_00113_photo_change.jpg,manipulated,photo_change,SD_00113,"[45, 100, 165, 250]",train
authentic/SD_00114_authentic.jpg,authentic,none,SD_00114,,test
manipulated/SD_00114_number_change.jpg,manipulated,number_change,SD_00114,"[205, 188, 650, 211]",test
authentic/SD_00115_authentic.jpg,authentic,none,SD_00115,,train
manipulated/SD_00115_date_change.jpg,manipulated,date_change,SD_00115,"[205, 264, 650, 287]",train
authentic/SD_00116_authentic.jpg,authentic,none,SD_00116,,train
manipulated/SD_00116_copy_paste.jpg,manipulated,copy_paste,SD_00116,"[205, 140, 500, 175]",train
authentic/SD_00117_authentic.jpg,authentic,none,SD_00117,,validation
manipulated/SD_00117_clone.jpg,manipulated,clone,SD_00117,"[430, 270, 580, 305]",validation
authentic/SD_00118_authentic.jpg,authentic,none,SD_00118,,train
manipulated/SD_00118_compression.jpg,manipulated,compression,SD_00118,"[0, 0, 700, 455]",train
authentic/SD_00119_authentic.jpg,authentic,none,SD_00119,,train
manipulated/SD_00119_mixed.jpg,manipulated,mixed,SD_00119,"[45, 100, 650, 250]",train
authentic/SD_00120_authentic.jpg,authentic,none,SD_00120,,train
manipulated/SD_00120_text_change.jpg,manipulated,text_change,SD_00120,"[205, 150, 650, 173]",train
authentic/SD_00121_authentic.jpg,authentic,none,SD_00121,,train
manipulated/SD_00121_photo_change.jpg,manipulated,photo_change,SD_00121,"[45, 100, 165, 250]",train
authentic/SD_00122_authentic.jpg,authentic,none,SD_00122,,train
manipulated/SD_00122_number_change.jpg,manipulated,number_change,SD_00122,"[205, 188, 650, 211]",train
authentic/SD_00123_authentic.jpg,authentic,none,SD_00123,,validation
manipulated/SD_00123_date_change.jpg,manipulated,date_change,SD_00123,"[205, 264, 650, 287]",validation
authentic/SD_00124_authentic.jpg,authentic,none,SD_00124,,train
manipulated/SD_00124_copy_paste.jpg,manipulated,copy_paste,SD_00124,"[205, 140, 500, 175]",train
authentic/SD_00125_authentic.jpg,authentic,none,SD_00125,,train
manipulated/SD_00125_clone.jpg,manipulated,clone,SD_00125,"[430, 270, 580, 305]",train
authentic/SD_00126_authentic.jpg,authentic,none,SD_00126,,train
manipulated/SD_00126_compression.jpg,manipulated,compression,SD_00126,"[0, 0, 700, 455]",train
authentic/SD_00127_authentic.jpg,authentic,none,SD_00127,,test
manipulated/SD_00127_mixed.jpg,manipulated,mixed,SD_00127,"[45, 100, 650, 250]",test
authentic/SD_00128_authentic.jpg,authentic,none,SD_00128,,validation
manipulated/SD_00128_text_change.jpg,manipulated,text_change,SD_00128,"[205, 150, 650, 173]",validation
authentic/SD_00129_authentic.jpg,authentic,none,SD_00129,,train
manipulated/SD_00129_photo_change.jpg,manipulated,photo_change,SD_00129,"[45, 100, 165, 250]",train
authentic/SD_00130_authentic.jpg,authentic,none,SD_00130,,train
manipulated/SD_00130_number_change.jpg,manipulated,number_change,SD_00130,"[205, 188, 650, 211]",train
authentic/SD_00131_authentic.jpg,authentic,none,SD_00131,,validation
manipulated/SD_00131_date_change.jpg,manipulated,date_change,SD_00131,"[205, 264, 650, 287]",validation
authentic/SD_00132_authentic.jpg,authentic,none,SD_00132,,train
manipulated/SD_00132_copy_paste.jpg,manipulated,copy_paste,SD_00132,"[205, 140, 500, 175]",train
authentic/SD_00133_authentic.jpg,authentic,none,SD_00133,,train
manipulated/SD_00133_clone.jpg,manipulated,clone,SD_00133,"[430, 270, 580, 305]",train
authentic/SD_00134_authentic.jpg,authentic,none,SD_00134,,train
manipulated/SD_00134_compression.jpg,manipulated,compression,SD_00134,"[0, 0, 700, 455]",train
authentic/SD_00135_authentic.jpg,authentic,none,SD_00135,,validation
manipulated/SD_00135_mixed.jpg,manipulated,mixed,SD_00135,"[45, 100, 650, 250]",validation
authentic/SD_00136_authentic.jpg,authentic,none,SD_00136,,train
manipulated/SD_00136_text_change.jpg,manipulated,text_change,SD_00136,"[205, 150, 650, 173]",train
authentic/SD_00137_authentic.jpg,authentic,none,SD_00137,,train
manipulated/SD_00137_photo_change.jpg,manipulated,photo_change,SD_00137,"[45, 100, 165, 250]",train
authentic/SD_00138_authentic.jpg,authentic,none,SD_00138,,train
manipulated/SD_00138_number_change.jpg,manipulated,number_change,SD_00138,"[205, 188, 650, 211]",train
authentic/SD_00139_authentic.jpg,authentic,none,SD_00139,,train
manipulated/SD_00139_date_change.jpg,manipulated,date_change,SD_00139,"[205, 264, 650, 287]",train
authentic/SD_00140_authentic.jpg,authentic,none,SD_00140,,train
manipulated/SD_00140_copy_paste.jpg,manipulated,copy_paste,SD_00140,"[205, 140, 500, 175]",train
authentic/SD_00141_authentic.jpg,authentic,none,SD_00141,,validation
manipulated/SD_00141_clone.jpg,manipulated,clone,SD_00141,"[430, 270, 580, 305]",validation
authentic/SD_00142_authentic.jpg,authentic,none,SD_00142,,test
manipulated/SD_00142_compression.jpg,manipulated,compression,SD_00142,"[0, 0, 700, 455]",test
authentic/SD_00143_authentic.jpg,authentic,none,SD_00143,,train
manipulated/SD_00143_mixed.jpg,manipulated,mixed,SD_00143,"[45, 100, 650, 250]",train
authentic/SD_00144_authentic.jpg,authentic,none,SD_00144,,train
manipulated/SD_00144_text_change.jpg,manipulated,text_change,SD_00144,"[205, 150, 650, 173]",train
authentic/SD_00145_authentic.jpg,authentic,none,SD_00145,,train
manipulated/SD_00145_photo_change.jpg,manipulated,photo_change,SD_00145,"[45, 100, 165, 250]",train
authentic/SD_00146_authentic.jpg,authentic,none,SD_00146,,test
manipulated/SD_00146_number_change.jpg,manipulated,number_change,SD_00146,"[205, 188, 650, 211]",test
authentic/SD_00147_authentic.jpg,authentic,none,SD_00147,,train
manipulated/SD_00147_date_change.jpg,manipulated,date_change,SD_00147,"[205, 264, 650, 287]",train
authentic/SD_00148_authentic.jpg,authentic,none,SD_00148,,train
manipulated/SD_00148_copy_paste.jpg,manipulated,copy_paste,SD_00148,"[205, 140, 500, 175]",train
authentic/SD_00149_authentic.jpg,authentic,none,SD_00149,,train
manipulated/SD_00149_clone.jpg,manipulated,clone,SD_00149,"[430, 270, 580, 305]",train
authentic/SD_00150_authentic.jpg,authentic,none,SD_00150,,train
manipulated/SD_00150_compression.jpg,manipulated,compression,SD_00150,"[0, 0, 700, 455]",train
authentic/SD_00151_authentic.jpg,authentic,none,SD_00151,,train
manipulated/SD_00151_mixed.jpg,manipulated,mixed,SD_00151,"[45, 100, 650, 250]",train
authentic/SD_00152_authentic.jpg,authentic,none,SD_00152,,train
manipulated/SD_00152_text_change.jpg,manipulated,text_change,SD_00152,"[205, 150, 650, 173]",train
authentic/SD_00153_authentic.jpg,authentic,none,SD_00153,,train
manipulated/SD_00153_photo_change.jpg,manipulated,photo_change,SD_00153,"[45, 100, 165, 250]",train
authentic/SD_00154_authentic.jpg,authentic,none,SD_00154,,train
manipulated/SD_00154_number_change.jpg,manipulated,number_change,SD_00154,"[205, 188, 650, 211]",train
authentic/SD_00155_authentic.jpg,authentic,none,SD_00155,,train
manipulated/SD_00155_date_change.jpg,manipulated,date_change,SD_00155,"[205, 264, 650, 287]",train
authentic/SD_00156_authentic.jpg,authentic,none,SD_00156,,validation
manipulated/SD_00156_copy_paste.jpg,manipulated,copy_paste,SD_00156,"[205, 140, 500, 175]",validation
authentic/SD_00157_authentic.jpg,authentic,none,SD_00157,,train
manipulated/SD_00157_clone.jpg,manipulated,clone,SD_00157,"[430, 270, 580, 305]",train
authentic/SD_00158_authentic.jpg,authentic,none,SD_00158,,train
manipulated/SD_00158_compression.jpg,manipulated,compression,SD_00158,"[0, 0, 700, 455]",train
authentic/SD_00159_authentic.jpg,authentic,none,SD_00159,,test
manipulated/SD_00159_mixed.jpg,manipulated,mixed,SD_00159,"[45, 100, 650, 250]",test
authentic/SD_00160_authentic.jpg,authentic,none,SD_00160,,train
manipulated/SD_00160_text_change.jpg,manipulated,text_change,SD_00160,"[205, 150, 650, 173]",train
authentic/SD_00161_authentic.jpg,authentic,none,SD_00161,,validation
manipulated/SD_00161_photo_change.jpg,manipulated,photo_change,SD_00161,"[45, 100, 165, 250]",validation
authentic/SD_00162_authentic.jpg,authentic,none,SD_00162,,train
manipulated/SD_00162_number_change.jpg,manipulated,number_change,SD_00162,"[205, 188, 650, 211]",train
authentic/SD_00163_authentic.jpg,authentic,none,SD_00163,,test
manipulated/SD_00163_date_change.jpg,manipulated,date_change,SD_00163,"[205, 264, 650, 287]",test
authentic/SD_00164_authentic.jpg,authentic,none,SD_00164,,train
manipulated/SD_00164_copy_paste.jpg,manipulated,copy_paste,SD_00164,"[205, 140, 500, 175]",train
authentic/SD_00165_authentic.jpg,authentic,none,SD_00165,,validation
manipulated/SD_00165_clone.jpg,manipulated,clone,SD_00165,"[430, 270, 580, 305]",validation
authentic/SD_00166_authentic.jpg,authentic,none,SD_00166,,test
